ticker,company,sector,price,recommendation,conviction_score,technical_score,fundamental_score,quality_score,risk_score,volume_score,pattern_score,ml_score,premarket_score,options_score,news_score,rotation_score,volatility_score,insider_score,institutional_score,social_score,macro_score,congressional_score,ml_probability,holding_period_days,exit_strategy,exit_plan,entry_price,stop_loss_price,target_price,exit_review_days,technical_drivers,risk_reward_ratio,pattern_signals,unusual_volume_ratio,pre_market_change_pct,pre_market_volume,forecast_volatility,key_catalysts
INCY,Incyte Corporation,Healthcare,82.69999694824219,BUY,67.14,85.0,60.0,78.0,60.0,50.0,74.0,49.2,50,50.0,50.0,50.0,50,50.0,50.0,50.0,50,50,0.4958,8,Enter near $82.70; place stop around $78.90 (2×ATR); target about $88.41 (3×ATR); reassess after 8 days.,Enter near $82.70; place stop around $78.90 (2×ATR); target about $88.41 (3×ATR); reassess after 8 days.,82.7,78.9,88.41,8,"RSI 36; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +21.4% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 50%",2.0,"Double Bottom, Cup & Handle",0.75,,,0.28,"Double Bottom, Cup & Handle"
GRMN,Garmin Ltd.,Technology,240.47999572753906,BUY,67.08,85.0,50.0,78.0,65.0,50.0,74.0,42.4,50,50.0,50.0,50.0,70,50.0,50.0,50.0,60,50,0.4619,9,Enter near $240.48; place stop around $233.00 (2×ATR); target about $251.71 (3×ATR); reassess after 9 days.,Enter near $240.48; place stop around $233.00 (2×ATR); target about $251.71 (3×ATR); reassess after 9 days.,240.48,233.0,251.71,9,"RSI 52; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +15.2% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 46%",2.0,"Double Bottom, Cup & Handle",0.53,,,0.209,"Double Bottom, Cup & Handle"
MSFT,Microsoft Corporation,Technology,511.4599914550781,BUY,67.06,61.0,56.0,78.0,65.0,50.0,74.0,46.0,50,50.0,90.8,50.0,70,50.0,65.0,50.0,60,50,0.4799,10,Enter near $511.46; place stop around $497.56 (2×ATR); target about $532.30 (3×ATR); reassess after 10 days.,Enter near $511.46; place stop around $497.56 (2×ATR); target about $532.30 (3×ATR); reassess after 10 days.,511.46,497.56,532.3,10,"RSI 63; Price below 50-day trend; Golden cross bias (50d > 200d); Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.79,,,0.16,"Double Bottom, Cup & Handle"
AMZN,"Amazon.com, Inc.",Consumer Cyclical,219.77999877929688,BUY,67.03,91.0,56.0,68.0,65.0,50.0,50.0,49.0,50,50.0,50.0,50.0,50,70.0,50.0,50.0,50,50,0.495,8,Enter near $219.78; place stop around $210.00 (2×ATR); target about $234.46 (3×ATR); reassess after 8 days.,Enter near $219.78; place stop around $210.00 (2×ATR); target about $234.46 (3×ATR); reassess after 8 days.,219.78,210.0,234.46,8,"RSI 28 (oversold rebound); Price below 50-day trend; Golden cross bias (50d > 200d); 1M -5.1% pullback; Patterns: Double Top, Cup & Handle; ML upside odds 49%",2.0,"Double Top, Cup & Handle",0.93,,,0.266,"Double Top, Cup & Handle; Insider accumulation"
PODD,Insulet Corporation,Healthcare,318.0,BUY,66.91,96.0,40.0,68.0,65.0,50.0,74.0,53.0,50,50.0,50.0,50.0,50,50.0,50.0,50.0,50,50,0.5151,8,Enter near $318.00; place stop around $295.15 (2×ATR); target about $352.28 (3×ATR); reassess after 8 days.,Enter near $318.00; place stop around $295.15 (2×ATR); target about $352.28 (3×ATR); reassess after 8 days.,318.0,295.15,352.28,8,"RSI 30 (oversold rebound); Price above 50-day trend; Golden cross bias (50d > 200d); 1M -5.8% pullback; Patterns: Double Bottom, Cup & Handle; ML upside odds 52%",2.0,"Double Bottom, Cup & Handle",0.91,,,0.302,"Double Bottom, Cup & Handle"
NDAQ,"Nasdaq, Inc.",Financial Services,87.51000213623047,BUY,66.84,91.0,50.0,70.0,65.0,50.0,50.0,49.4,50,50.0,50.0,50.0,70,50.0,50.0,50.0,55,50,0.497,9,Enter near $87.51; place stop around $84.06 (2×ATR); target about $92.68 (3×ATR); reassess after 9 days.,Enter near $87.51; place stop around $84.06 (2×ATR); target about $92.68 (3×ATR); reassess after 9 days.,87.51,84.06,92.68,9,"RSI 25 (oversold rebound); Price below 50-day trend; Golden cross bias (50d > 200d); 1M -8.1% pullback; Patterns: Double Top, Cup & Handle; ML upside odds 50%",2.0,"Double Top, Cup & Handle",0.58,,,0.214,"Double Top, Cup & Handle"
NTAP,"NetApp, Inc.",Technology,119.87999725341797,BUY,66.71,81.0,60.0,68.0,55.0,50.0,74.0,48.8,50,50.0,50.0,50.0,70,50.0,50.0,50.0,60,50,0.4941,9,Enter near $119.88; place stop around $115.51 (2×ATR); target about $126.44 (3×ATR); reassess after 9 days.,Enter near $119.88; place stop around $115.51 (2×ATR); target about $126.44 (3×ATR); reassess after 9 days.,119.88,115.51,126.44,9,"RSI 46; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +12.5% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 49%",2.0,"Double Bottom, Cup & Handle",0.65,,,0.239,"Double Bottom, Cup & Handle"
UAL,"United Airlines Holdings, Inc.",Industrials,97.91000366210938,BUY,66.62,95.0,60.0,58.0,45.0,50.0,74.0,53.6,50,50.0,50.0,50.0,50,50.0,50.0,50.0,50,50,0.5181,3,Enter near $97.91; place stop around $90.98 (2×ATR); target about $108.31 (3×ATR); reassess after 3 days.,Enter near $97.91; place stop around $90.98 (2×ATR); target about $108.31 (3×ATR); reassess after 3 days.,97.91,90.98,108.31,3,"RSI 27 (oversold rebound); Price below 50-day trend; Golden cross bias (50d > 200d); 1M -6.8% pullback; 3M +23.0% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 52%",2.0,"Double Bottom, Cup & Handle",0.96,,,0.337,"Double Bottom, Cup & Handle"
MTB,M&T Bank Corporation,Financial Services,200.13999938964844,BUY,66.59,81.0,60.0,60.0,70.0,50.0,74.0,46.1,50,50.0,50.0,50.0,70,50.0,50.0,50.0,55,50,0.4804,9,Enter near $200.14; place stop around $192.90 (2×ATR); target about $211.00 (3×ATR); reassess after 9 days.,Enter near $200.14; place stop around $192.90 (2×ATR); target about $211.00 (3×ATR); reassess after 9 days.,200.14,192.9,211.0,9,"RSI 52; Price above 50-day trend; Golden cross bias (50d > 200d); Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.65,,,0.179,"Double Bottom, Cup & Handle"
TROW,"T. Rowe Price Group, Inc.",Financial Services,103.47000122070312,BUY,66.45,87.0,60.0,60.0,59.0,45.0,74.0,46.2,50,50.0,50.0,50.0,70,50.0,50.0,50.0,55,50,0.4812,9,Enter near $103.47; place stop around $99.86 (2×ATR); target about $108.88 (3×ATR); reassess after 9 days.,Enter near $103.47; place stop around $99.86 (2×ATR); target about $108.88 (3×ATR); reassess after 9 days.,103.47,99.86,108.88,9,"RSI 26 (oversold rebound); Price below 50-day trend; Golden cross bias (50d > 200d); 3M +7.2% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.7,,,0.228,"Double Bottom, Cup & Handle"
EBAY,eBay Inc.,Consumer Cyclical,91.13999938964844,BUY,66.43,80.0,60.0,68.0,65.0,55.0,74.0,50.8,50,50.0,50.0,50.0,50,50.0,50.0,50.0,50,50,0.5038,7,Enter near $91.14; place stop around $86.87 (2×ATR); target about $97.54 (3×ATR); reassess after 7 days.,Enter near $91.14; place stop around $86.87 (2×ATR); target about $97.54 (3×ATR); reassess after 7 days.,91.14,86.87,97.54,7,"RSI 44; Price below 50-day trend; Golden cross bias (50d > 200d); 3M +22.4% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 50%",2.0,"Double Bottom, Cup & Handle",1.23,,,0.323,"Double Bottom, Cup & Handle"
NOC,Northrop Grumman Corporation,Industrials,594.52001953125,BUY,66.39,85.0,60.0,58.0,70.0,50.0,74.0,42.1,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4603,9,Enter near $594.52; place stop around $575.50 (2×ATR); target about $623.04 (3×ATR); reassess after 9 days.,Enter near $594.52; place stop around $575.50 (2×ATR); target about $623.04 (3×ATR); reassess after 9 days.,594.52,575.5,623.04,9,"RSI 60; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +18.9% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 46%",2.0,"Double Bottom, Cup & Handle",0.69,,,0.164,"Double Bottom, Cup & Handle"
HBAN,Huntington Bancshares Incorpora,Financial Services,17.420000076293945,BUY,66.39,81.0,60.0,60.0,65.0,50.0,74.0,47.4,50,50.0,50.0,50.0,70,50.0,50.0,50.0,55,50,0.4868,9,Enter near $17.42; place stop around $16.79 (2×ATR); target about $18.37 (3×ATR); reassess after 9 days.,Enter near $17.42; place stop around $16.79 (2×ATR); target about $18.37 (3×ATR); reassess after 9 days.,17.42,16.79,18.37,9,"RSI 41; Price above 50-day trend; Golden cross bias (50d > 200d); Patterns: Double Bottom, Cup & Handle; ML upside odds 49%",2.0,"Double Bottom, Cup & Handle",0.92,,,0.186,"Double Bottom, Cup & Handle"
USB,U.S. Bancorp,Financial Services,49.439998626708984,BUY,66.37,81.0,60.0,60.0,65.0,50.0,74.0,47.2,50,50.0,50.0,50.0,70,50.0,50.0,50.0,55,50,0.4858,10,Enter near $49.44; place stop around $47.62 (2×ATR); target about $52.17 (3×ATR); reassess after 10 days.,Enter near $49.44; place stop around $47.62 (2×ATR); target about $52.17 (3×ATR); reassess after 10 days.,49.44,47.62,52.17,10,"RSI 57; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +9.3% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 49%",2.0,"Double Bottom, Cup & Handle",0.83,,,0.19,"Double Bottom, Cup & Handle"
FITB,Fifth Third Bancorp,Financial Services,45.43000030517578,BUY,66.35,81.0,60.0,60.0,65.0,50.0,74.0,47.0,50,50.0,50.0,50.0,70,50.0,50.0,50.0,55,50,0.4849,10,Enter near $45.43; place stop around $43.82 (2×ATR); target about $47.84 (3×ATR); reassess after 10 days.,Enter near $45.43; place stop around $43.82 (2×ATR); target about $47.84 (3×ATR); reassess after 10 days.,45.43,43.82,47.84,10,"RSI 49; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +10.5% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.58,,,0.18,"Double Bottom, Cup & Handle"
PTC,PTC Inc.,Technology,202.9600067138672,BUY,66.3,95.0,40.0,70.0,55.0,45.0,74.0,45.0,50,50.0,50.0,50.0,70,50.0,50.0,50.0,60,50,0.475,7,Enter near $202.96; place stop around $195.52 (2×ATR); target about $214.13 (3×ATR); reassess after 7 days.,Enter near $202.96; place stop around $195.52 (2×ATR); target about $214.13 (3×ATR); reassess after 7 days.,202.96,195.52,214.13,7,"RSI 28 (oversold rebound); Price below 50-day trend; Golden cross bias (50d > 200d); 1M -5.6% pullback; 3M +17.8% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 47%",2.0,"Double Bottom, Cup & Handle",0.61,,,0.229,"Double Bottom, Cup & Handle"
PHM,"PulteGroup, Inc.",Consumer Cyclical,131.14999389648438,BUY,66.28,96.0,60.0,60.0,55.0,45.0,74.0,45.1,50,50.0,50.0,50.0,50,50.0,50.0,50.0,50,50,0.4756,8,Enter near $131.15; place stop around $123.32 (2×ATR); target about $142.89 (3×ATR); reassess after 8 days.,Enter near $131.15; place stop around $123.32 (2×ATR); target about $142.89 (3×ATR); reassess after 8 days.,131.15,123.32,142.89,8,"RSI 30 (oversold rebound); Price above 50-day trend; Golden cross bias (50d > 200d); 3M +24.4% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.52,,,0.301,"Double Bottom, Cup & Handle"
VRSN,"VeriSign, Inc.",Technology,284.4200134277344,BUY,66.26,81.0,50.0,60.0,80.0,50.0,74.0,44.2,50,50.0,50.0,50.0,70,50.0,50.0,50.0,60,50,0.4708,9,Enter near $284.42; place stop around $274.78 (2×ATR); target about $298.88 (3×ATR); reassess after 9 days.,Enter near $284.42; place stop around $274.78 (2×ATR); target about $298.88 (3×ATR); reassess after 9 days.,284.42,274.78,298.88,9,"RSI 52; Price above 50-day trend; Golden cross bias (50d > 200d); Patterns: Double Bottom, Cup & Handle; ML upside odds 47%",2.0,"Double Bottom, Cup & Handle",0.66,,,0.196,"Double Bottom, Cup & Handle"
ALLE,Allegion plc,Industrials,175.00999450683594,BUY,66.24,85.0,50.0,68.0,65.0,50.0,74.0,45.4,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4772,9,Enter near $175.01; place stop around $168.25 (2×ATR); target about $185.15 (3×ATR); reassess after 9 days.,Enter near $175.01; place stop around $168.25 (2×ATR); target about $185.15 (3×ATR); reassess after 9 days.,175.01,168.25,185.15,9,"RSI 54; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +21.4% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.67,,,0.212,"Double Bottom, Cup & Handle"
PNC,"PNC Financial Services Group, I",Financial Services,203.32000732421875,BUY,66.18,81.0,60.0,60.0,65.0,50.0,74.0,45.6,50,50.0,50.0,50.0,70,50.0,50.0,50.0,55,50,0.4779,10,Enter near $203.32; place stop around $196.80 (2×ATR); target about $213.10 (3×ATR); reassess after 10 days.,Enter near $203.32; place stop around $196.80 (2×ATR); target about $213.10 (3×ATR); reassess after 10 days.,203.32,196.8,213.1,10,"RSI 49; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +9.1% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.68,,,0.162,"Double Bottom, Cup & Handle"
FOXA,Fox Corporation,Communication Services,61.150001525878906,BUY,66.13,81.0,60.0,58.0,80.0,50.0,74.0,47.8,50,50.0,50.0,50.0,50,50.0,50.0,50.0,50,50,0.4889,9,Enter near $61.15; place stop around $57.46 (2×ATR); target about $66.69 (3×ATR); reassess after 9 days.,Enter near $61.15; place stop around $57.46 (2×ATR); target about $66.69 (3×ATR); reassess after 9 days.,61.15,57.46,66.69,9,"RSI 46; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +9.1% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 49%",2.0,"Double Bottom, Cup & Handle",0.77,,,0.325,"Double Bottom, Cup & Handle"
MMM,3M Company,Industrials,152.80999755859375,BUY,66.1,72.0,60.0,68.0,75.0,50.0,74.0,47.4,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.487,9,Enter near $152.81; place stop around $146.06 (2×ATR); target about $162.94 (3×ATR); reassess after 9 days.,Enter near $152.81; place stop around $146.06 (2×ATR); target about $162.94 (3×ATR); reassess after 9 days.,152.81,146.06,162.94,9,"RSI 47; Price below 50-day trend; Golden cross bias (50d > 200d); Patterns: Double Bottom, Cup & Handle; ML upside odds 49%",2.0,"Double Bottom, Cup & Handle",0.74,,,0.22,"Double Bottom, Cup & Handle"
GL,Globe Life Inc.,Financial Services,144.55999755859375,BUY,66.09,70.0,60.0,68.0,80.0,50.0,74.0,45.4,50,50.0,50.0,50.0,70,50.0,50.0,50.0,55,50,0.4771,9,Enter near $144.56; place stop around $139.54 (2×ATR); target about $152.10 (3×ATR); reassess after 9 days.,Enter near $144.56; place stop around $139.54 (2×ATR); target about $152.10 (3×ATR); reassess after 9 days.,144.56,139.54,152.1,9,"RSI 62; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +16.3% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.84,,,0.199,"Double Bottom, Cup & Handle"
CDNS,"Cadence Design Systems, Inc.",Technology,350.1099853515625,BUY,66.06,85.0,40.0,78.0,55.0,50.0,74.0,56.4,50,50.0,50.0,50.0,50,50.0,50.0,50.0,60,50,0.532,8,Enter near $350.11; place stop around $326.44 (2×ATR); target about $385.62 (3×ATR); reassess after 8 days.,Enter near $350.11; place stop around $326.44 (2×ATR); target about $385.62 (3×ATR); reassess after 8 days.,350.11,326.44,385.62,8,"RSI 45; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +13.6% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 53%",2.0,"Double Bottom, Cup & Handle",0.66,,,0.387,"Double Bottom, Cup & Handle"
META,"Meta Platforms, Inc.",Communication Services,743.75,BUY,65.97,76.0,56.0,78.0,55.0,50.0,74.0,49.4,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4969,8,Enter near $743.75; place stop around $711.74 (2×ATR); target about $791.76 (3×ATR); reassess after 8 days.,Enter near $743.75; place stop around $711.74 (2×ATR); target about $791.76 (3×ATR); reassess after 8 days.,743.75,711.74,791.76,8,"RSI 46; Price below 50-day trend; Golden cross bias (50d > 200d); Patterns: Double Bottom, Cup & Handle; ML upside odds 50%",2.0,"Double Bottom, Cup & Handle",0.89,,,0.238,"Double Bottom, Cup & Handle"
SCHW,Charles Schwab Corporation (The,Financial Services,95.45999908447266,BUY,65.96,76.0,50.0,70.0,75.0,50.0,74.0,46.3,50,50.0,50.0,50.0,70,50.0,50.0,50.0,55,50,0.4814,9,Enter near $95.46; place stop around $91.67 (2×ATR); target about $101.15 (3×ATR); reassess after 9 days.,Enter near $95.46; place stop around $91.67 (2×ATR); target about $101.15 (3×ATR); reassess after 9 days.,95.46,91.67,101.15,9,"RSI 57; Price below 50-day trend; Golden cross bias (50d > 200d); Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.51,,,0.246,"Double Bottom, Cup & Handle"
SYY,Sysco Corporation,Consumer Defensive,81.94000244140625,BUY,65.93,77.0,60.0,58.0,75.0,50.0,74.0,46.0,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4798,10,Enter near $81.94; place stop around $79.27 (2×ATR); target about $85.94 (3×ATR); reassess after 10 days.,Enter near $81.94; place stop around $79.27 (2×ATR); target about $85.94 (3×ATR); reassess after 10 days.,81.94,79.27,85.94,10,"RSI 52; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +8.2% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.99,,,0.178,"Double Bottom, Cup & Handle"
BX,Blackstone Inc.,Financial Services,175.32000732421875,BUY,65.92,85.0,46.0,78.0,59.0,45.0,74.0,52.5,50,50.0,50.0,50.0,50,50.0,50.0,50.0,55,50,0.5126,9,Enter near $175.32; place stop around $165.65 (2×ATR); target about $189.83 (3×ATR); reassess after 9 days.,Enter near $175.32; place stop around $165.65 (2×ATR); target about $189.83 (3×ATR); reassess after 9 days.,175.32,165.65,189.83,9,"RSI 53; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +17.2% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 51%",2.0,"Double Bottom, Cup & Handle",0.58,,,0.278,"Double Bottom, Cup & Handle"
TRV,"The Travelers Companies, Inc.",Financial Services,277.760009765625,BUY,65.88,77.0,60.0,58.0,80.0,45.0,74.0,43.9,50,50.0,50.0,50.0,70,50.0,50.0,50.0,55,50,0.4694,10,Enter near $277.76; place stop around $269.16 (2×ATR); target about $290.66 (3×ATR); reassess after 10 days.,Enter near $277.76; place stop around $269.16 (2×ATR); target about $290.66 (3×ATR); reassess after 10 days.,277.76,269.16,290.66,10,"RSI 55; Price above 50-day trend; Golden cross bias (50d > 200d); Patterns: Double Bottom, Cup & Handle; ML upside odds 47%",2.0,"Double Bottom, Cup & Handle",0.68,,,0.169,"Double Bottom, Cup & Handle"
FOX,Fox Corporation,Communication Services,55.290000915527344,BUY,65.8,77.0,60.0,58.0,80.0,56.1,74.0,46.8,50,50.0,50.0,50.0,50,50.0,50.0,50.0,50,50,0.4839,9,Enter near $55.29; place stop around $52.10 (2×ATR); target about $60.08 (3×ATR); reassess after 9 days.,Enter near $55.29; place stop around $52.10 (2×ATR); target about $60.08 (3×ATR); reassess after 9 days.,55.29,52.1,60.08,9,"RSI 45; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +7.1% momentum; Volume 1.9× normal; Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",1.86,,,0.312,"Unusual volume surge; Double Bottom, Cup & Handle"
